BaseDeDatos,Servidor,Controlador,Endpoint,Metodo,NombreTabla,Stored Procedures,Accion,Campos Principales,Nombre TablaSAP,API SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/creditStatus/{idSolicitud},OrderMethods.GetCreditStatus,Venta,N/A (Inline SQL),Select,"IDEcommerce, Estatus, Situacion, Mov, ID",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/estimated-delivery/{ecommerceId},EstimatedDeliveryMethods.GetEstimateDeliveryData,Venta,N/A (Inline SQL),Select,"MovId, IDEcommerce, Mov",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/estimated-delivery/{ecommerceId},EstimatedDeliveryMethods.GetEstimateDeliveryData,INVDPaqueteriaGuia,N/A (Inline SQL),Select,"Paqueteria, NoGuia, NoCodigoRastreo, MovId",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/estimated-delivery/{ecommerceId},EstimatedDeliveryMethods.GetEstimateDeliveryData,EMBCConfiguracionPaqueteria,N/A (Inline SQL),Select,"LinkPaqueteria, NombrePaqueteria",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,POST /order/getIntelisisStatuses,OrderMethods.GetIntelisisStatuses,venta,N/A (Inline SQL),Select,"idEcommerce, Estatus, OrigenSucursal, Importe",Por Definir,OData SD01
IntelisisTmp,MAVICUBOS.grupomavi.com,ProspectoController,POST /prospecto/recuperarcuenta,ProspectoMethods.RecuperarCuenta,Cte,N/A (Inline SQL),Select,"Cliente, PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, FechaNacimiento, RFC",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,ProspectoController,POST /prospecto/rfc,ProspectoMethods.ObtenerRFC,RFCAnexoIV,N/A (Inline SQL),Select,Palabra,Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ApplyPaymentNeko,CustomerServiceMethods.ApplyPaymentNeko,CXCCFacturaMultipagoBBVA,SpCXCCalcAbonoCobXPol; SPCXCCobrosClientesBBVA,Select,Referencia,Por Definir,SAP FI
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ApplyPaymentNeko,CustomerServiceMethods.ApplyPaymentNeko,CXCCFacturaMultipagoBBVA,SpCXCCalcAbonoCobXPol; SPCXCCobrosClientesBBVA,Insert,"Cliente, ClienteEnviarA, Mov, MovID, Monto, Referencia, EstatusPago, FechaPago",Por Definir,SAP FI
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/UpdateStatusPaymentNeko,CustomerServiceMethods.UpdateStatusPaymentNeko,CXCCFacturaMultipagoBBVA,N/A (Inline SQL),Update,EstatusPago (→ 'CONFIRMADO' o 'FALLIDO') WHERE Referencia LIKE base%,Por Definir,SAP FI
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ApplyPaymentAdvanced,CustomerServiceMethods.ApplyPaymentAdvanced,CXCCFacturaMultipagoBBVA,SpCXCCalcAbonoCobXPol; SPCXCCobrosClientesBBVA,Insert,"Cliente, ClienteEnviarA, Mov, MovID, Monto, Referencia, EstatusPago, FechaPago, Origen",Por Definir,SAP FI
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/UpdateStatusPaymentAdvanced,CustomerServiceMethods.UpdateStatusPaymentAdvanced,CXCCFacturaMultipagoBBVA,N/A (Inline SQL),Select,"Referencia, EstatusPago",Por Definir,SAP FI
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/UpdateStatusPaymentAdvanced,CustomerServiceMethods.UpdateStatusPaymentAdvanced,CXCCFacturaMultipagoBBVA,N/A (Inline SQL),Update,"EstatusPago, FechaRastreoSTP",Por Definir,SAP FI
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/GetSTPAccount,CustomerServiceMethods.GetSTPAccount,CXCCFacturaMultipagoBBVA,N/A (Inline SQL),Insert,"Cliente, Mov, MovID, Monto, Referencia, Origen",Por Definir,SAP FI CLABE
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/GetSalesChannelsSTP,CustomerServiceMethods.GetSalesChannelsSTP,CteEnviarA,N/A (Inline SQL),Select,"ID, Cliente, UENMAVI",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,GET /customerService/ValidateSTPAccount,CustomerServiceMethods.ValidateSTPAccount,Cte,N/A (Inline SQL),Select,"CuentaCLABESTP, Cliente",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,GET /customerService/ValidateSTPAccount,CustomerServiceMethods.ValidateSTPAccount,dbo.FnVTASDesEncripta,N/A (Inline SQL),Select,(Función Escalar SQL),Pendiente SAP,Pendiente SAP
master,MAVICUBOS.grupomavi.com,CustomerServiceController,GET /customerService/bbvaKeyNeko,CustomerServiceMethods.GetBBVAKeyNeko,master.dbo.dbacseguridad,N/A (Inline SQL),Select,*,Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerTipoGarantia,CustomerServiceMethods.obtenerTipoGarantia,VTASCProveedorActivoGarantia,N/A (Inline SQL),Select,"TipoGarantia, Marca, Telefono, Proveedor, Linea",Por Definir,SAP Equipos
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerTipoGarantia,CustomerServiceMethods.obtenerTipoGarantia,Art,N/A (Inline SQL),Select,"Proveedor, MarcaE, Linea, Articulo",Por Definir,SAP Equipos
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/unirCuenta,CustomerServiceMethods.unirCuenta,Cte,N/A (Inline SQL),Update,"IDMagento, Cliente",Por Definir,SAP BP Merge
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCliente,CustomerServiceMethods.validarCliente,Cte,N/A (Inline SQL),Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, Cliente, IDMagento",Por Definir,SAP BP05
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/nombreCliente,CustomerServiceMethods.nombreCliente,Cte,N/A (Inline SQL),Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, PersonalTelefonos, Cliente",Por Definir,SAP BP05
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/nombreCliente,OrderMethods.IsValidated,CteTel,N/A (Inline SQL),Select,"Lada, Telefono, Cliente, Tipo, ValidacionTel",Por Definir,SAP BP05
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCoberturaPorCP,CustomerServiceMethods.ValidarCoberturaPorCP,CodigoPostal,N/A (Inline SQL),Select,"Estado, Delegacion, CodigoPostal, Colonia, MaviRutaSupervision",Por Definir,SAP Transporte
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Venta,N/A (Inline SQL),Select,"Id, MovId, FechaEmision, Importe, PrecioTotal, Estatus, OrigenID",Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Cte,N/A (Inline SQL),Select,Nombre,Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,VentaD,N/A (Inline SQL),Select,"Cantidad, Articulo, Precio, PrecioAnterior",Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Art,N/A (Inline SQL),Select,Descripcion1,Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,TarjetaSerieMovMAVI,N/A (Inline SQL),Select,Importe,Por Definir,SAP FI-CA
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,Venta,N/A (Inline SQL),Select,"MovID, IDEcommerce, Mov",Por Definir,SAP Entregas
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,Embarque,N/A (Inline SQL),Select,ID,Por Definir,SAP Entregas
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,EmbarqueMov,N/A (Inline SQL),Select,"AsignadoID, MovID, Mov",Por Definir,SAP Entregas
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/setCustomerList,CustomersMethods.SetCustomerEmailage,cte,SpVTASListaNBMagento,Select,"Cliente, eMail1",Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/setCustomerList,CustomersMethods.SetCustomerEmailage,VTASCListaNegra,SpVTASListaNBMagento,Select,"Cliente, Correo",Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/setCustomerList,CustomersMethods.SetCustomerEmailage,VTASCListaNegra,SpVTASListaNBMagento,Insert,"NumPedido, Nombre, Correo, Direccion, Cliente, FechaRegistro",Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/setCustomerList,CustomersMethods.SetCustomerEmailage,VTASCListaBlanca,SpVTASListaNBMagento,Select,"Cliente, Correo",Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/setCustomerList,CustomersMethods.SetCustomerEmailage,VTASCListaBlanca,SpVTASListaNBMagento,Insert,"NumPedido, Nombre, Correo, Direccion, Cliente, FechaRegistro",Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/setCustomerList,CustomersMethods.SetCustomerEmailage,VTASCListaBlanca,SpVTASListaNBMagento,Delete,Correo,Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/getCustomerList,CustomersMethods.GetCustomerEmailage,VTASCListaNegra,SpVTASListaNBMagento,Select,"Lista (literal 'Negra'), NumPedido, Nombre, Correo, Direccion, Cliente, FechaRegistro (filtro: Correo)",Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/getCustomerList,CustomersMethods.GetCustomerEmailage,VTASCListaBlanca,SpVTASListaNBMagento,Select,"Lista (literal 'Blanca'), NumPedido, Nombre, Correo, Direccion, Cliente, FechaRegistro (filtro: Correo)",Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomersController,POST /customer/deleteCustomerList,CustomersMethods.DeleteCustomerEmailage,VTASCListaBlanca,SpVTASListaNBMagento,Delete,Correo,Por Definir,partner/client
IntelisisTmp,MAVICUBOS.grupomavi.com,RecommenderController,POST /recommender/setRecommenderList,RecommenderMethods.SetRecommenderList,CREDIDCodigoRecomendador,SpCREDICodigoRecomendador,Select,"IdCodigoRecomendador, Codigo, Cliente, FechaCanjeado, FechaVencimiento",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,RecommenderController,POST /recommender/setRecommenderList,RecommenderMethods.SetRecommenderList,CREDIDCodigoRecomendador,SpCREDICodigoRecomendador,Update,"Nombre, Telefono, Parentesco, Nomina (WHERE Codigo)",Pendiente SAP,Pendiente SAP
ServicioAndroid,mavicbosandroid.grupomavi.com,RecommenderController,POST /recommender/setRecommenderList,RecommenderMethods.SetRecommenderList,MAVIANDROID01.ServicioAndroid.dbo.TcAAEA00030_Mensajes,SpCREDICodigoRecomendador,Select,"IdMensaje, Descripcion",Pendiente SAP,Pendiente SAP
ServicioAndroid,mavicbosandroid.grupomavi.com,RecommenderController,POST /recommender/setRecommenderList,RecommenderMethods.SetRecommenderList,MAVIANDROID01.ServicioAndroid.dbo.TcAAea00030_EnvioMensajes,SpCREDICodigoRecomendador,Insert,"IdRegistro, IdMensaje, Cliente, FechaEnvio, EstatusEnvio, ClienteF, Tipo, IntentoRespuesta, IntentoEnvio, Modem, Telefono",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,RecommenderController,POST /recommender/getRecommender,RecommenderMethods.GetRecommender,Cte,SpCREDICodigoRecomendador,Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, Cliente, Nombre, NIPVenta",Pendiente SAP,Pendiente SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,RecommenderController,POST /recommender/setCodes,RecommenderMethods.SetCodes,CREDICMenudeoParametros,SpCREDICodigoRecomendador,Select,"Descripcion, VALOR",Pendiente SAP,Pendiente SAP
