BaseDeDatos,Servidor,Controlador,Endpoint,Metodo,NombreTabla,Accion,Campos Principales,Nombre TablaSAP,API SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCliente,CustomerServiceMethods.validarCliente,Cte,Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, Cliente, IDMagento",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/nombreCliente,CustomerServiceMethods.nombreCliente,Cte,Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, PersonalTelefonos, Cliente",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/nombreCliente,OrderMethods.IsValidated,CteTel,Select,"Lada, Telefono, Cliente, Tipo, ValidacionTel",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCoberturaPorCP,CustomerServiceMethods.ValidarCoberturaPorCP,CodigoPostal,Select,"Estado, Delegacion, CodigoPostal, Colonia, MaviRutaSupervision",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Venta,Select,"Id, MovId, FechaEmision, Importe, PrecioTotal, Estatus, OrigenID",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Cte,Select,"Nombre",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,VentaD,Select,"Cantidad, Articulo, Precio, PrecioAnterior",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Art,Select,"Descripcion1",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,TarjetaSerieMovMAVI,Select,"Importe",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,Venta,Select,"MovID, IDEcommerce (concatenado sin parametrizar -- INYECCION SQL), FechaEmision (ORDER BY DESC), Mov",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,Embarque,Select,"ID (JOIN e.ID = em.AsignadoID) -- SIN EQUIVALENTE SAP IDENTIFICADO",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,EmbarqueMov,Select,"AsignadoID (spEmbarque.sql:184 lo pone NULL al cancelar), MovID (concatenado sin parametrizar), Mov -- SIN EQUIVALENTE SAP IDENTIFICADO",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerVentanaConfirmacion,CustomerServiceMethods.obtenerVentanaConfirmacion,Venta,Select,"IDEcommerce (= @OrderId), Mov (IN Factura VIU/Factura), Cliente, ID",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerVentanaConfirmacion,CustomerServiceMethods.obtenerVentanaConfirmacion,Cte,Select,"Cliente, Nombre",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerVentanaConfirmacion,CustomerServiceMethods.obtenerVentanaConfirmacion,ventaentrega,Select,"ID, Telefono -- SIN EQUIVALENTE SAP IDENTIFICADO",,
