BaseDeDatos,Servidor,Controlador,Endpoint,Metodo,NombreTabla,Accion,Campos Principales,Nombre TablaSAP,API SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ApplyPaymentNeko,CustomerServiceMethods.ApplyPaymentNeko,CXCCFacturaMultipagoBBVA,Select,Referencia,,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ApplyPaymentNeko,CustomerServiceMethods.ApplyPaymentNeko,CXCCFacturaMultipagoBBVA,Insert,"Cliente, ClienteEnviarA, Mov, MovID, Monto, Referencia, EstatusPago, FechaPago",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/UpdateStatusPaymentNeko,CustomerServiceMethods.UpdateStatusPaymentNeko,CXCCFacturaMultipagoBBVA,Update,EstatusPago (→ 'CONFIRMADO' o 'FALLIDO') WHERE Referencia LIKE base%,,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ApplyPaymentAdvanced,CustomerServiceMethods.ApplyPaymentAdvanced,CXCCFacturaMultipagoBBVA,Insert,"Cliente, ClienteEnviarA, Mov, MovID, Monto, Referencia, EstatusPago, FechaPago, Origen",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/UpdateStatusPaymentAdvanced,CustomerServiceMethods.UpdateStatusPaymentAdvanced,CXCCFacturaMultipagoBBVA,Select,"Referencia, EstatusPago",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/UpdateStatusPaymentAdvanced,CustomerServiceMethods.UpdateStatusPaymentAdvanced,CXCCFacturaMultipagoBBVA,Update,"EstatusPago, FechaRastreoSTP",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/GetSTPAccount,CustomerServiceMethods.GetSTPAccount,CXCCFacturaMultipagoBBVA,Insert,"Cliente, Mov, MovID, Monto, Referencia, Origen",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/GetSalesChannelsSTP,CustomerServiceMethods.GetSalesChannelsSTP,CteEnviarA,Select,"ID, Cliente, UENMAVI",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,GET /customerService/ValidateSTPAccount,CustomerServiceMethods.ValidateSTPAccount,Cte,Select,"CuentaCLABESTP, Cliente",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,GET /customerService/ValidateSTPAccount,CustomerServiceMethods.ValidateSTPAccount,dbo.FnVTASDesEncripta,Select,(Función Escalar SQL),,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,GET /customerService/bbvaKeyNeko,CustomerServiceMethods.GetBBVAKeyNeko,master.dbo.dbacseguridad,Select,*,,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerTipoGarantia,CustomerServiceMethods.obtenerTipoGarantia,VTASCProveedorActivoGarantia,Select,"TipoGarantia, Marca, Telefono, Proveedor, Linea",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerTipoGarantia,CustomerServiceMethods.obtenerTipoGarantia,Art,Select,"Proveedor, MarcaE, Linea, Articulo",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/unirCuenta,CustomerServiceMethods.unirCuenta,Cte,Update,"IDMagento, Cliente",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCliente,CustomerServiceMethods.validarCliente,Cte,Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, Cliente, IDMagento",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/nombreCliente,CustomerServiceMethods.nombreCliente,Cte,Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, PersonalTelefonos, Cliente",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/nombreCliente,OrderMethods.IsValidated,CteTel,Select,"Lada, Telefono, Cliente, Tipo, ValidacionTel",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/validarCoberturaPorCP,CustomerServiceMethods.ValidarCoberturaPorCP,CodigoPostal,Select,"Estado, Delegacion, CodigoPostal, Colonia, MaviRutaSupervision",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Venta,Select,"Id, MovId, FechaEmision, Importe, PrecioTotal, Estatus, OrigenID",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Cte,Select,Nombre,,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,VentaD,Select,"Cantidad, Articulo, Precio, PrecioAnterior",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,Art,Select,Descripcion1,,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/obtenerCreditos,CustomerServiceMethods.obtenerCreditos,TarjetaSerieMovMAVI,Select,Importe,,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,Venta,Select,"MovID, IDEcommerce, Mov",,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,Embarque,Select,ID,,
IntelisisTmp,MAVICUBOS.grupomavi.com,CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,CustomerServiceMethods.ObtenerEstatusEmbarque,EmbarqueMov,Select,"AsignadoID, MovID, Mov",,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/setCustomerList,,cte,Select,"Cliente, eMail1",,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/setCustomerList,,VTASCListaNegra,Select,"Cliente, Correo",,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/setCustomerList,,VTASCListaNegra,Insert,"NumPedido, Nombre, Correo, Direccion, Cliente, FechaRegistro",,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/setCustomerList,,VTASCListaBlanca,Select,"Cliente, Correo",,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/setCustomerList,,VTASCListaBlanca,Insert,"NumPedido, Nombre, Correo, Direccion, Cliente, FechaRegistro",,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/setCustomerList,,VTASCListaBlanca,Delete,Correo,,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/getCustomerList,,VTASCListaNegra,Select,"Lista (literal 'Negra'), NumPedido, Nombre, Correo, Direccion, Cliente, FechaRegistro (filtro: Correo)",,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/getCustomerList,,VTASCListaBlanca,Select,"Lista (literal 'Blanca'), NumPedido, Nombre, Correo, Direccion, Cliente, FechaRegistro (filtro: Correo)",,
Intelisis,,WebApiMagento.Controllers.CustomersController,POST /customer/deleteCustomerList,,VTASCListaBlanca,Delete,Correo,,
Intelisis,,WebApiMagento.Controllers.RecommenderController,POST /recommender/setRecommenderList,,CREDIDCodigoRecomendador,Select,"IdCodigoRecomendador, Codigo, Cliente, FechaCanjeado, FechaVencimiento",,
Intelisis,,WebApiMagento.Controllers.RecommenderController,POST /recommender/setRecommenderList,,CREDIDCodigoRecomendador,Update,"Nombre, Telefono, Parentesco, Nomina (WHERE Codigo)",,
Android,,WebApiMagento.Controllers.RecommenderController,POST /recommender/setRecommenderList,,MAVIANDROID01.ServicioAndroid.dbo.TcAAEA00030_Mensajes,Select,"IdMensaje, Descripcion",,
Android,,WebApiMagento.Controllers.RecommenderController,POST /recommender/setRecommenderList,,MAVIANDROID01.ServicioAndroid.dbo.TcAAea00030_EnvioMensajes,Insert,"IdRegistro, IdMensaje, Cliente, FechaEnvio, EstatusEnvio, ClienteF, Tipo, IntentoRespuesta, IntentoEnvio, Modem, Telefono",,
Intelisis,,WebApiMagento.Controllers.RecommenderController,POST /recommender/getRecommender,,Cte,Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, Cliente, Nombre, NIPVenta",,
Intelisis,,WebApiMagento.Controllers.RecommenderController,POST /recommender/setCodes,,CREDICMenudeoParametros,Select,"Descripcion, VALOR",,
Intelisis,,WebApiMagento.Controllers.RecommenderController,POST /recommender/setCodes,,CREDIDCodigoRecomendador,Update,"Cliente, FechaVencimiento, FechaRegistro, Nombre, Telefono, Parentesco, Impreso, UEN, Aplicacion, IdCodigoRecomendador (OUTPUT), FechaCanjeado (filtro WHERE)",,
Intelisis,,WebApiMagento.Controllers.RecommenderController,POST /recommender/setCodes,,CREDIDCodigoRecomendador,Select,"Codigo, IdCodigoRecomendador",,
Intelisis,,WebApiMagento.Controllers.RecommenderController,POST /recommender/setCodes,,"#TEMPID (tabla temporal de sesión, no persistente)",Insert,ID (OUTPUT INSERTED.IdCodigoRecomendador),,
Intelisis,,WebApiMagento.Controllers.WholesaleCustomerController,POST /company/negotiable-quote/create,,VENTA,Insert,"Empresa, Mov, FechaEmision, UEN, Moneda, Estatus, Situacion, SituacionFecha, SituacionUsuario, Directo, Prioridad, RenglonID, Cliente, EnviarA, Almacen, Agente, ReferenciaOrdenCompra, Condicion, ServicioGarantia, ServicioExpress, ServicioDemerito, ServicioDeducible, GenerarPoliza, ZonaImpuesto, Extra, Sucursal, DesglosarImpuestos, SubModulo, Logico1, Logico2, Logico3, Logico4, Extra1, Extra2, Extra3, SucursalVenta, FormaPagoTipo, SucursalOrigen, SucursalDestino, OrigenSucursal, ArtQ, IDEcommerce, VtaDIMANuevo, POSRedondeoVerif, Reactivado, FacDesgloseIVA, Observaciones",,
Intelisis,,WebApiMagento.Controllers.WholesaleCustomerController,POST /company/negotiable-quote/create,,VENTAD,Insert,"ID, Renglon, RenglonSub, RenglonID, RenglonTipo, Cantidad, Almacen, EnviarA, Articulo, Precio, PrecioSugerido, Impuesto1, FechaRequerida, Agente, Sucursal, SucursalOrigen, UEN, MonxRedApli, unidad",,
Intelisis,,WebApiMagento.Controllers.WholesaleCustomerController,POST /company/negotiable-quote/create,,art,Select,"unidad, Articulo",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/obtenerTipoGarantia,,VTASCProveedorActivoGarantia,Select,"TipoGarantia, Marca, Telefono, Proveedor, Linea",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/obtenerTipoGarantia,,Art,Select,"Articulo, Proveedor, MarcaE, Linea",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/unirCuenta,,Cte,Update,"IDMagento (SET), Cliente (WHERE)",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/validarCliente,,Cte,Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno (filtros: Cliente, IDMagento)",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/nombreCliente,,Cte,Select,"PersonalNombres, PersonalApellidoPaterno, PersonalApellidoMaterno, PersonalTelefonos (no usado) (filtro: Cliente = @ClientIntelisis, TOP 1)",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/nombreCliente,,CteTel,Select,"Lada, Telefono (concatenados como Tel) (filtro: Cliente, Tipo='Movil', ValidacionTel=1; orden: Fecha DESC, TOP 1)",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/validarCoberturaPorCP,,CodigoPostal,Select,"Estado (DISTINCT, filtrado por Colonia <> 'SIN COLONIA' AND MaviRutaSupervision IS NOT NULL AND MaviRutaSupervision != '') -- caso op=states",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/validarCoberturaPorCP,,CodigoPostal,Select,"Delegacion (DISTINCT, filtrado por Colonia, MaviRutaSupervision, Estado=@SearchState) -- caso op=delegations",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/validarCoberturaPorCP,,CodigoPostal,Select,"CodigoPostal, Colonia, Delegacion, Delegacion AS Poblacion, Estado (filtrado por Colonia, MaviRutaSupervision, Estado=@SearchState, Delegacion=@SearchDelegation; ORDER BY CodigoPostal) -- caso op=table",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/validarCoberturaPorCP,,CodigoPostal,Select,"TOP 1 CodigoPostal, Colonia, Delegacion, Delegacion AS Poblacion, Estado (filtrado por Colonia, MaviRutaSupervision, CodigoPostal=@Search; ORDER BY Estado) -- caso op=coverage (valida cobertura del CP)",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/obtenerCreditos,,Venta,Select,"id, MovId, MovID, OrigenID, Mov, UEN, Cliente, FechaEmision, Importe, PrecioTotal, estatus, Estatus, RedimePtos (alias v=Solicitud Credito; a=Analisis Credito; p=Pedido; f=Factura/Credilana/Factura VIU/Prestamo Personal/Venta Perdida)",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/obtenerCreditos,,Cte,Select,"Cliente, Nombre",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/obtenerCreditos,,VentaD,Select,"id, cantidad, Articulo, Precio, PrecioAnterior",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/obtenerCreditos,,Art,Select,"Articulo, Descripcion1",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/obtenerCreditos,,TarjetaSerieMovMAVI,Select,"ID, Importe",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,,Venta,Select,"MovID, IDEcommerce, FechaEmision, Mov",,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,,Embarque,Select,ID,,
Intelisis,,WebApiMagento.Controllers.CustomerServiceController,POST /customerService/ObtenerEstatusEmbarque,,EmbarqueMov,Select,"AsignadoID, MovID, Mov",,
