BaseDeDatos,Servidor,Controlador,Endpoint,Metodo,NombreTabla,Accion,Campos Principales,Nombre TablaSAP,API SAP
"ServicioAndroid","mavicbosandroid.grupomavi.com","OrdersController","POST /order/validateCredit","OrderMethods.ObtenerNumeroTablaSms","TcAAEA00030_EnvioMensajes","Select","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- TOP 1 Telefono WHERE IdRegistro IN (subconsulta a VTASDCodigoVerificacioneCommerce) ORDER BY Id DESC -- cliente concatenado via String.Format: INYECCION SQL (OrderMethods.cs:807) -- WITH(NOLOCK), CommandTimeout=9999999; devuelve '' ante excepcion","",""
"ServicioAndroid","mavicbosandroid.grupomavi.com","OrdersController","POST /order/validateCredit","OrderMethods.ObtenerNumeroTablaSms","VTASDCodigoVerificacioneCommerce","Select","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- IdCodigoVerificacioneCommerce, Cliente (= '{0}' concatenado) -- subconsulta del SMS de verificacion -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/validateCredit","OrderMethods.IsValidated","CteTel","Select","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- TOP 1 CONCAT(Lada, Telefono), Cliente (= '{0}' concatenado: INYECCION SQL, OrderMethods.cs:774), Tipo (= 'Movil'), ValidacionTel (= 1), Fecha (ORDER BY DESC) -- WITH(NOLOCK), CommandTimeout=99999; devuelve '' ante excepcion, lo que hace isValidated=true por coincidencia de vacios","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/validateCredit","CreditMethods.IsInTableStd","tablastd","Select","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- Nombre, TablaSt (= 'ORIGEN VALIDACION NUMERO CTE') JOIN ctetel por AppOrigen; Cliente concatenado via String.Format: INYECCION SQL (CreditMethods.cs:1975) -- WITH(NOLOCK), CommandTimeout=99999","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/validateCredit","CreditMethods.IsInTableStd","ctetel","Select","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- AppOrigen (JOIN con tablastd.Nombre), Cliente, validacionTel (= 1) -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/validateCredit","CreditMethods.checkCliente","(datos de credito del cliente)","Select","SP: SpCREDIDatosSolicitudCreditoArt -- @Op = 'CheckCliente', @Val = cuenta, @retValue (ReturnValue Int; 1 = existe) -- CommandTimeout=60; catch VACIO: un fallo devuelve false igual que un rechazo legitimo","",""
"ServicioAndroid","mavicbosandroid.grupomavi.com","OrdersController","POST /order/validateCredit","CreditMethods.checkSaldo","(saldo de credito del cliente)","Select","SP: SpCREDIDatosSolicitudCreditoArt -- @Op = 'GetSaldo', @Val = cuenta, @retValue (ReturnValue Decimal) -- MISMO SP QUE checkCliente PERO CONTRA OTRA BASE (verificar); ExecuteScalar se llama DOS VECES (el SP se ejecuta dos veces); catch VACIO","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/validateCredit","CreditMethods.getClientInfo","(datos personales del cliente)","Select","SP: SpCREDIDatosSolicitudCreditoArt -- @Op = 'GetInfo', @Val = cuenta -- devuelve por indice: [0] cliente, [1] apellido paterno, [2] apellido materno, [3] nombre, [4] fecha nacimiento, [5] RFC, [6] sexo, [10] entre calles, [16] estado civil","",""
"ServicioAndroid","mavicbosandroid.grupomavi.com","OrdersController","POST /order/validateCredit","CreditMethods.ProductosCreditoWeb_SaveData","(solicitud de credito web)","Insert","SP: SP_CREDITO_WEB_DATOS -- 36 parametros: @Id=0, @Op='Insert', datos personales (apellidos, nombre, fecha nacimiento, RFC, sexo, estado civil), domicilio (direccion, exterior, interior, entre_calles, CP, delegacion y poblacion con el MISMO valor, estado, colonia), @articulo='' (discriminante frente a CrediLana), @uen, @condicion, @cliente, @utmSource, @sucursal (504/505 hardcodeado), @origen, @idMagento, @MetodoEnvio, lada/telefono particular y celular (DUPLICADOS), @sucursalDestino, @RedimirMonedero, @ValidacionTelefono, @OrigenIdMagento, @LadaValidar, @TelefonoValidar. Devuelve IdSolicitud leido por indice dr[0]. CUERPO DEL SP NO ANALIZADO POR FALTA DE FUENTE (Regla #5) -- cruza a Intelisis por linked server ERPMAVI segun _EXCLUIDOS_Intelisis.md -- ver _SPS_FALTANTES.txt","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/validateCredit","CreditMethods.CreditoWeb_InsertArticulo","(articulos de la solicitud de credito)","Insert","SP: SpVTASInsertArtSolCreditoLinea -- @IdCredito (IdSolicitud), @Cantidad, @Articulo (SKU), @Condicion, @Orden (secuencial), @SeguCost (importe si el SKU es SEGU00001, si no 0.00), @Cp -- una ejecucion por articulo via SqlDataAdapter.Fill; el filtro prevArt solo compara con el articulo ANTERIOR (SKUs repetidos no adyacentes se duplican); sin using en SqlCommand ni SqlConnection","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/validateCredit","CreditMethods.CodigoPromocion","(cupones de venta)","Mixta","SP: SpVTASVentaCupon -- @opcion = 'Elimina', @Codigo = codigo_promotor, @IdEcommerce = incrementId -- solo si infoCliente trae codigo_promotor -- CommandTimeout=120","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","OrderMethods.InsertDetPedido -> detallePedido('Limpiar')","eCommerceDetPedidos","Delete","SP: SpVTASeCommerceDetPedidos -- DELETE WHERE IdPedido = @IdMag AND RefPedidoIntelisis IS NULL -- se ejecuta ANTES de saber si hay filas que reinsertar; si el SELECT posterior no devuelve nada el detalle queda vacio y el endpoint responde exito","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","OrderMethods.InsertDetPedido","Venta","Select","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- IDEcommerce (= '+incrementId+' concatenado sin parametrizar -- INYECCION SQL, OrderMethods.cs:460), mov (= 'pedido' minusculas, excluye 'Pedido VIU'), ID (JOIN a VentaD) -- WITH(NOLOCK), CommandTimeout=9999999, conexion NUNCA cerrada (sin using/Close/finally)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","OrderMethods.InsertDetPedido","VentaD","Select","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- SELECT vd.* (trae toda la tabla para usar 4 columnas): Articulo, Precio, Cantidad, UEN -- filtra SEGU00001 en C#; UEN sin case default contamina la variable 'store' entre filas -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","OrderMethods.InsertDetPedido -> detallePedido('Insertar')","eCommerceDetPedidos","Insert","SP: SpVTASeCommerceDetPedidos -- UEN, IdPedido, Articulo, Precio, Cantidad, idOrden (entity_id de Magento sin validar) -- CONSTANTES INVENTADAS: PrecioEspecial='1.0', Descuento='1.0' (corrupcion de dato financiero), Cp='1' (rompe logica regional del SP), RecogerEnSucursal=0 (anula instore_pickup) -- N ejecuciones, una conexion nueva cada una","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","SpVTASeCommerceDetPedidos","Art","Select","SP: SpVTASeCommerceDetPedidos -- Familia (WHERE Articulo = @Art) -- decide si aplica la logica regional de TELEFONIA -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","SpVTASeCommerceDetPedidos","VTASCRegionSku","Select","SP: SpVTASeCommerceDetPedidos -- SkuRegion5, SkuRegion6 (sustitucion de SKU por region para articulos de TELEFONIA) -- WITH(NOLOCK), tabla temporal #RegionSKUDetPedidos","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","SpVTASeCommerceDetPedidos","VTASCCodigoPostalRegionCelular","Select","SP: SpVTASeCommerceDetPedidos -- CodigoPostal (= @Cp), Estatus (= 1) -- NUNCA COINCIDE porque el C# envia @Cp='1' constante: la logica regional cae siempre por la rama ELSE -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","SpVTASeCommerceDetPedidos","eCommerceExist","Select","SP: SpVTASeCommerceDetPedidos -- articulo, existencia -- valida existencia antes de sustituir el SKU regional -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/getOrderId/{idEcommerce}","SpVTASeCommerceDetPedidos","VTASDEcommerceExportaArtExistencia","Select","SP: SpVTASeCommerceDetPedidos -- Articulo, TotalArticulos (LEFT JOIN sobre eCommerceExist para la validacion de existencia) -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.GenerarIdRecogerEnSucursal -> GetCodigoDuplicado","TrWDM0285_CteRecoge","Select","N/A (Inline SQL) -- COUNT(IdEcommerce) WHERE ClaveVenta = @ClaveVenta -- validacion de unicidad del PIN; WITH(NOLOCK) sobre control de unicidad; se ejecuta hasta 20+ veces por request abriendo una conexion nueva cada vez","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.ValidaDuplicidadIdEcommerce","TrWDM0285_CteRecoge","Select","N/A (Inline SQL) -- COUNT(Nombre) WHERE IdEcommerce = @IdEcommerce -- decide rama INSERT vs UPDATE; WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.crearPrimerCodigoRecogerSuc","TrWDM0285_CteRecoge","Insert","SP: SpWDM0285_CteRecoge -- IdEcommerce, Nombre (Cte.Nombre), Correo (Cte.Email1), Telefono (VentaEntrega.Telefono, VarChar en C# vs bigint en el SP), ClaveVenta (CRC-32 generado) -- RAMA MUERTA EN LA PRACTICA: setNameToReference (OrderMethods.cs:1253) ya inserto la fila con ClaveVenta='' -- CommandTimeout=60000","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.UpdatePickUpCode","TrWDM0285_CteRecoge","Update","N/A (Inline SQL) -- SET ClaveVenta = @ClaveVenta WHERE idEcommerce = @idEcommerce -- WITH(ROWLOCK), CommandTimeout=999999, retorno bool descartado por el llamador -- RAMA REAL DEL FLUJO","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.GetDatosCte","Venta","Select","N/A (Inline SQL) -- UEN (proyectado), Cliente (JOIN a Cte), ID (JOIN a VentaEntrega y a eCommerceDetPedidos.RefPedidoIntelisis), Mov (= 'Pedido' hardcodeado) -- WITH(NOLOCK), SELECT TOP 1 sin ORDER BY","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.GetDatosCte","Cte","Select","N/A (Inline SQL) -- Cliente (JOIN v.Cliente = c.Cliente), Email1 (-> @Correo), Nombre (-> @Nombre) -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.GetDatosCte","VentaEntrega","Select","N/A (Inline SQL) -- ID (JOIN v.ID = ve.ID), Telefono (-> @Telefono, limpiado con Regex [^0-9]) -- WITH(NOLOCK) -- SIN EQUIVALENTE SAP IDENTIFICADO (gap 'falta API venta-entrega')","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.GetDatosCte","eCommerceDetPedidos","Select","N/A (Inline SQL) -- RefPedidoIntelisis (JOIN det.RefPedidoIntelisis = v.ID), idpedido (= @IDEcommerce), idOrden (= @IDOrden) -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","POST /order/createStorepickupCode/{idEcommerce}/{idOrder}","CodigoRecogerSucursal.crearPrimerCodigoRecogerSuc","eCommerceDetPedidos","Select","N/A (Inline SQL) -- Articulo y Cantidad (proyectados al payload de Magento como sku/qty), idorden (= @Id), idPedido (= @idEcommerce) -- WITH(NOLOCK), carga sobre un DataTable reutilizado","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/generateNewStorepickupCode/{idEcommerce}","CodigoRecogerSucursal.OrderId","eCommerceDetPedidos","Select","N/A (Inline SQL) -- idOrden (proyectado), IdPedido (= @idEcommerce) -- WITH(NOLOCK), SIN TOP y SIN ORDER BY sobre tabla con una fila por articulo; si no hay filas devuelve cadena vacia sin señalarlo","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/generateNewStorepickupCode/{idEcommerce}","CodigoRecogerSucursal.GenerarIdRecogerEnSucursal -> GetCodigoDuplicado","TrWDM0285_CteRecoge","Select","N/A (Inline SQL) -- COUNT(IdEcommerce) WHERE ClaveVenta = @ClaveVenta -- validacion de unicidad del PIN con WITH(NOLOCK); hasta 20+ ejecuciones por request, una conexion nueva cada vez","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/generateNewStorepickupCode/{idEcommerce}","CodigoRecogerSucursal.UpdatePickUpCode","TrWDM0285_CteRecoge","Update","N/A (Inline SQL) -- SET ClaveVenta = @ClaveVenta WHERE idEcommerce = @idEcommerce -- WITH(ROWLOCK), CommandTimeout=999999, SqlCommand sin using, ExecuteNonQuery devuelve filas afectadas y se DESCARTA (retorna true incondicional): 0 filas afectadas se reporta como exito","",""
"Archivo (no BD)","C:\inetpub\wwwroot\log","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.ReSetPedido","setOrder.log","Select","N/A (File.ReadAllLines) -- FUENTE DE DATOS TRANSACCIONAL EN UN ARCHIVO DE LOG: se carga el archivo completo en memoria y se busca por subcadena (Contains(incrementId) && Contains('] INFO [')); FirstOrDefault toma la coincidencia MAS ANTIGUA; el JSON se corta por posicion (IndexOf('{')); sin rotacion de log; DEJA DE FUNCIONAR AL MIGRAR A SAP","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.obtenerIdVenta","Venta","Select","N/A (Inline SQL) -- id (proyectado), idecommerce (= @IdEcommerce parametrizado) -- WITH(NOLOCK), sin TOP ni ORDER BY (se queda con la ultima fila del while); si falla devuelve 0 = 'no existe' y la guarda anti-duplicado se rinde","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.esCancelado","Venta","Select","N/A (Inline SQL) -- id (proyectado), idecommerce (= @IdEcommerce), Estatus (= 'CANCELADO' hardcodeado) -- WITH(NOLOCK); si falla devuelve 0 y el pedido se recrea igual","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.SetPedido -> detallePedido","eCommerceDetPedidos","Mixta","SP: SpVTASeCommerceDetPedidos -- 'Limpiar' (DELETE WHERE IdPedido = @IdMag AND RefPedidoIntelisis IS NULL) + N x 'Insertar' (UEN, IdPedido, Articulo, Precio, PrecioEspecial, Descuento, Cantidad, idOrden, RecogerEnSucursal) -- aqui SI con los datos reales del pedido, a diferencia de getOrderId","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","SpVTASeCommerceDetPedidos","Art","Select","SP: SpVTASeCommerceDetPedidos -- Familia (WHERE Articulo = @Art) -- decide la logica regional de TELEFONIA -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","SpVTASeCommerceDetPedidos","VTASCRegionSku","Select","SP: SpVTASeCommerceDetPedidos -- SkuRegion5, SkuRegion6 -- sustitucion de SKU por region -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","SpVTASeCommerceDetPedidos","VTASCCodigoPostalRegionCelular","Select","SP: SpVTASeCommerceDetPedidos -- CodigoPostal (= @Cp del pedido real), Estatus (= 1) -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","SpVTASeCommerceDetPedidos","eCommerceExist","Select","SP: SpVTASeCommerceDetPedidos -- articulo, existencia -- validacion previa a sustituir SKU -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","SpVTASeCommerceDetPedidos","VTASDEcommerceExportaArtExistencia","Select","SP: SpVTASeCommerceDetPedidos -- Articulo, TotalArticulos -- LEFT JOIN de la validacion de existencia -- WITH(NOLOCK)","",""
"SQLite (data.db)","C:\inetpub\wwwroot\api","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.SaveGuide","servicio_guias","Insert","N/A (Inline SQL SQLite) -- idecommerce, fullname (INSERT OR IGNORE) -- persistencia local del servidor, fuera de SAP por definicion","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.SetPedido -> crearPedido","Venta","Insert","SP: SP_eCommerceNuevoPed / SPVTASPedidosMagento -- Alta del pedido: IdMag (IDEcommerce), CteMag, UEN, Subtotal, Total, Impuesto, articulos, datos de cliente y entrega -- EL SP DESTINO CAMBIA SEGUN LA RAMA: SPVTASPedidosMagento si viene del log (forzarOrder='1', salta validacion de precio), SP_eCommerceNuevoPed si viene de Magento","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.SetPedido -> crearPedido","VentaD","Insert","SP: SP_eCommerceNuevoPed / SPVTASPedidosMagento -- Detalle del pedido (Articulo, Precio, Cantidad, Descuento) generado por el SP de alta","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.UpdateIdEcommerceEnVenta","Venta","Update","N/A (Inline SQL) -- SET IdEcommerce = @NuevoId WHERE IdEcommerce = @IdAntiguo -- WITH(ROWLOCK), parametrizado, solo si el id temporal empieza con 'CRED'","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.GetCreatedAccount","Venta","Select","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- Cliente (WHERE idEcommerce = '{0}' via String.Format -- INYECCION SQL, OrderMethods.cs:876) -- WITH(NOLOCK), CommandTimeout=9999999","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.DatosEntregaInsert","DM0312DatosEntrega","Insert","N/A (Inline SQL CONCATENADO - INYECCION SQL) -- IDCliente, Direccion, Colonia, Poblacion, CodigoPostal, Estado, EntreCalles, TelefonoParticular, TelefonoMovil, Referencia, NumExt, NumInt -- los 12 valores concatenados con String.Format: INYECCION SQL, OrderMethods.cs:907","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.setNameToReference","TrWDM0285_CteRecoge","Insert","SP: SpWDM0285_CteRecoge -- IdEcommerce, Nombre, Correo, Telefono, ClaveVenta = '' (VACIA) -- solo si metodoEnvio = 'instore_pickup'; deja muerta la rama INSERT de createStorepickupCode","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.GenerarMonedero","Venta","Select","N/A (Inline SQL CONCATENADO) -- ISNULL(cliente,'') WHERE id = '{0}' via String.Format -- solo rama OpenPay/PayPal -- WITH(NOLOCK)","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.GenerarMonedero","(monedero MAVI)","Mixta","SP: xpVerificarMovMonederoMAVI / SP_DM0312TarjetaSerieMovMAVI / spGenerarMovMonederoMAVI -- @ID / @IdVenta, @Serie, @Sucursal (90 para UEN 1, 41 para UEN 2), @importe = 0 -- solo rama OpenPay/PayPal","",""
"IntelisisTmp","MAVICUBOS.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","OrderMethods.afectar","Venta","Update","SP: spAfectar -- @Modulo='VTAS', @ID, @Accion='AFECTAR', @Base='Todo', @Usuario (hardcodeado por UEN), @Estacion -- solo rama OpenPay/PayPal -- SE IGNORA Y SE ELIMINA EN LA MIGRACION: SAP asume el inventario nativamente. Se documenta que hoy existe","",""
"ServicioAndroid","mavicbosandroid.grupomavi.com","OrdersController","GET /order/getOrderInfoAndSet/{incrementId}","CreditMethods.ProductosCreditoWeb_SaveData","(solicitud de credito)","Insert","SP: SP_CREDITO_WEB_DATOS -- Solo si el pedido recuperado es de credito (metodoPago = omnipro_pago_credito). 36 parametros de cliente/domicilio/telefono/condicion. CUERPO DEL SP NO ANALIZADO POR FALTA DE FUENTE (Regla #5) -- ver _SPS_FALTANTES.txt","",""
