BaseDeDatos,Servidor,Controlador,Endpoint,Metodo,NombreTabla,Stored Procedures,Accion,Campos Principales,Nombre TablaSAP,API SAP
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.SetPedido -> crearPedido,Venta,SP_eCommerceNuevoPed / SPVTASPedidosMagento,Insert,"Alta del pedido: IdMag (IDEcommerce), CteMag, UEN, Subtotal, Total, Impuesto, articulos, datos de cliente y entrega -- EL SP DESTINO CAMBIA SEGUN LA RAMA: SPVTASPedidosMagento si viene del log (forzarOrder='1', salta validacion de precio), SP_eCommerceNuevoPed si viene de Magento",,
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.SetPedido -> crearPedido,VentaD,SP_eCommerceNuevoPed / SPVTASPedidosMagento,Insert,"Detalle del pedido (Articulo, Precio, Cantidad, Descuento) generado por el SP de alta",,
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.UpdateIdEcommerceEnVenta,Venta,N/A (Inline SQL),Update,"SET IdEcommerce = @NuevoId WHERE IdEcommerce = @IdAntiguo -- WITH(ROWLOCK), parametrizado, solo si el id temporal empieza con 'CRED'",,
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.GetCreatedAccount,Venta,N/A (Inline SQL CONCATENADO - INYECCION SQL),Select,"Cliente (WHERE idEcommerce = '{0}' via String.Format -- INYECCION SQL, OrderMethods.cs:876) -- WITH(NOLOCK), CommandTimeout=9999999",,
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.DatosEntregaInsert,DM0312DatosEntrega,N/A (Inline SQL CONCATENADO - INYECCION SQL),Insert,"IDCliente, Direccion, Colonia, Poblacion, CodigoPostal, Estado, EntreCalles, TelefonoParticular, TelefonoMovil, Referencia, NumExt, NumInt -- los 12 valores concatenados con String.Format: INYECCION SQL, OrderMethods.cs:907",,
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.setNameToReference,TrWDM0285_CteRecoge,SpWDM0285_CteRecoge,Insert,"IdEcommerce, Nombre, Correo, Telefono, ClaveVenta = '' (VACIA) -- solo si metodoEnvio = 'instore_pickup'; deja muerta la rama INSERT de createStorepickupCode",,
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.GenerarMonedero,Venta,N/A (Inline SQL CONCATENADO),Select,"ISNULL(cliente,'') WHERE id = '{0}' via String.Format -- solo rama OpenPay/PayPal -- WITH(NOLOCK)",,
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.GenerarMonedero,(monedero MAVI),xpVerificarMovMonederoMAVI / SP_DM0312TarjetaSerieMovMAVI / spGenerarMovMonederoMAVI,Mixta,"@ID / @IdVenta, @Serie, @Sucursal (90 para UEN 1, 41 para UEN 2), @importe = 0 -- solo rama OpenPay/PayPal",,
IntelisisTmp,MAVICUBOS.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},OrderMethods.afectar,Venta,spAfectar,Update,"@Modulo='VTAS', @ID, @Accion='AFECTAR', @Base='Todo', @Usuario (hardcodeado por UEN), @Estacion -- solo rama OpenPay/PayPal -- SE IGNORA Y SE ELIMINA EN LA MIGRACION: SAP asume el inventario nativamente. Se documenta que hoy existe",,
ServicioAndroid,mavicbosandroid.grupomavi.com,OrdersController,GET /order/getOrderInfoAndSet/{incrementId},CreditMethods.ProductosCreditoWeb_SaveData,(solicitud de credito),SP_CREDITO_WEB_DATOS,Insert,"Solo si el pedido recuperado es de credito (metodoPago = omnipro_pago_credito). 36 parametros de cliente/domicilio/telefono/condicion. CUERPO DEL SP NO ANALIZADO POR FALTA DE FUENTE (Regla #5) -- ver _SPS_FALTANTES.txt",,
